id,banco,fecha_operacion,descripcion,referencia,monto,saldo_operacion,etiqueta,
80,BBVA,17/12/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
81,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,14974.9,,Retiro,
82,BBVA,17/12/2024,N03 TRASPASO CUENTAS PROPIAS,,16167,,Retiro,
83,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,756.5,,Retiro,
84,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,50000,,Retiro,
85,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,15438.6,,Retiro,
86,BBVA,17/12/2024,T17 SPEI ENVIADO BAJIO,,28000,,Retiro,
87,BBVA,18/12/2024,W02 DEPOSITO DE TERCERO,,9280,,Deposito,
88,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,23200,,Deposito,
89,BBVA,18/12/2024,T20 SPEI RECIBIDOAFIRME,,6960,,Deposito,
90,BBVA,18/12/2024,T20 SPEI RECIBIDOAFIRME,,4640,,Deposito,
91,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,27997.8,,Deposito,
92,BBVA,19/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,19720,,Deposito,
93,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,5599.17,,Retiro,
94,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,786.72,,Retiro,
95,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,5082.97,,Retiro,
96,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,786.72,,Retiro,
97,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,15590.4,,Deposito,
98,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,2436,,Deposito,
99,BBVA,19/12/2024,P14 GRUPO NACIONAL PROVI,,21513.2,,Retiro,
100,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,6088.87,,Retiro,
101,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,22504,,Deposito,
102,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,52200,,Deposito,
103,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,34800,,Deposito,
104,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,58000,,Deposito,
105,BBVA,19/12/2024,TK7 SITB2PAGO FACTURA A 2772,,9280,,Deposito,
106,BBVA,19/12/2024,TK7 SITB2PAGO FACTURA A 2771,,3955.6,,Deposito,
107,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,41633.3,,Retiro,
108,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,52041.5,,Retiro,
109,BBVA,20/12/2024,P14 AMERICAN EXPRESS,,31057.4,,Retiro,
110,BBVA,20/12/2024,N03 TRASPASO CUENTAS PROPIAS,,107560,,Retiro,
111,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,19720,,Deposito,
112,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,10440,,Deposito,
113,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,13050,,Deposito,
114,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,6844,,Deposito,
115,BBVA,20/12/2024,T20 SPEI RECIBIDOBAJIO,,9280,,Deposito,
116,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,23200,,Deposito,
117,BBVA,23/12/2024,N03 TRASPASO CUENTAS PROPIAS,,48787,,Retiro,
118,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,2100,,Retiro,
119,BBVA,23/12/2024,N03 TRASPASO CUENTAS PROPIAS,,885,,Retiro,
120,BBVA,23/12/2024,T20 SPEI RECIBIDOBANORTE,,4060,,Deposito,
121,BBVA,23/12/2024,W02 DEPOSITO DE TERCERO,,8120,,Deposito,
122,BBVA,24/12/2024,T20 SPEI RECIBIDOBANORTE,,2320,,Deposito,
123,BBVA,26/12/2024,P14 BEPENSA LEASING SA D,,115068,,Retiro,
124,BBVA,26/12/2024,T20 SPEI RECIBIDOBANORTE,,502667,,Deposito,
125,BBVA,26/12/2024,N03 TRASPASO CUENTAS PROPIAS,,71719.3,,Retiro,
126,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,299280,,Retiro,
127,BBVA,26/12/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
128,BBVA,26/12/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
129,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,31498.9,,Retiro,
130,BBVA,26/12/2024,T17 SPEI ENVIADO SCOTIABANK,,45407.6,,Retiro,
131,BBVA,26/12/2024,T17 SPEI ENVIADO SANTANDER,,58000,,Retiro,
132,BBVA,26/12/2024,T22 SPEI DEVUELTOSANTANDER,,58000,,Deposito,
133,BBVA,26/12/2024,N03 TRASPASO CUENTAS PROPIAS,,82744.5,,Retiro,
134,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
135,BBVA,26/12/2024,T17 SPEI ENVIADO BANORTE,,2204,,Retiro,
136,BBVA,26/12/2024,T17 SPEI ENVIADO BANORTE,,76560,,Retiro,
137,BBVA,26/12/2024,T22 SPEI DEVUELTOBANORTE,,76560,,Deposito,
138,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,25260,,Retiro,
139,BBVA,26/12/2024,T17 SPEI ENVIADO BANAMEX,,76560,,Retiro,
140,BBVA,26/12/2024,P14 SAT,,4250,,Retiro,
141,BBVA,26/12/2024,P14 SAT,,3507,,Retiro,
142,BBVA,26/12/2024,T17 SPEI ENVIADO BANORTE,,58000,,Retiro,
143,BBVA,26/12/2024,TK7 SITB2MALDONADOF1196,,47560,,Deposito,
144,BBVA,26/12/2024,T20 SPEI RECIBIDOSANTANDER,,3480,,Deposito,
145,BBVA,26/12/2024,TJ3 SITB23825,,24650,,Deposito,
146,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,9503,,Retiro,
147,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,9503,,Retiro,
148,BBVA,27/12/2024,W02 DEPOSITO DE TERCERO,,23200,,Deposito,
149,BBVA,27/12/2024,P14 AMERICAN EXPRESS,,122871,,Retiro,
150,BBVA,27/12/2024,T20 SPEI RECIBIDOHSBC,,15660,,Deposito,
151,BBVA,27/12/2024,T20 SPEI RECIBIDOBANORTE,,50000,,Deposito,
152,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Retiro,
153,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Deposito,
154,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,149640,,Retiro,
155,BBVA,27/12/2024,T20 SPEI RECIBIDOSANTANDER,,11600,,Deposito,
156,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,78880,,Retiro,
157,BBVA,27/12/2024,T20 SPEI RECIBIDOBANORTE,,3480,,Deposito,
158,BBVA,28/12/2024,W02 DEPOSITO DE TERCERO,,27376,,Deposito,
159,BBVA,30/12/2024,T17 SPEI ENVIADO SCOTIABANK,,10000,,Retiro,
160,BBVA,30/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,2162.63,,Deposito,
161,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,17110,,Deposito,
162,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,16000,,Retiro,
163,BBVA,30/12/2024,T17 SPEI ENVIADO STP,,5676.58,,Retiro,
164,BBVA,31/12/2024,T20 SPEI RECIBIDOBANREGIO,,9976,,Deposito,
165,BBVA,31/12/2024,N06 PAGO CUENTA DE TERCERO,,72585.3,,Deposito,
166,BBVA,31/12/2024,N06 PAGO CUENTA DE TERCERO,,65000,,Retiro,
167,BBVA,31/12/2024,T20 SPEI RECIBIDOBANAMEX,,13920,,Deposito,
168,BBVA,01/11/2024,Z3 CARGO COBRANZA FACILEASIN,,12079.2,,Retiro,
169,BBVA,01/11/2024,T20 SPEI RECIBIDOBANAMEX,,12180,,Deposito,
170,BBVA,01/11/2024,T20 SPEI RECIBIDOBANAMEX,,13920,,Deposito,
171,BBVA,04/11/2024,W02 DEPOSITO DE TERCERO,,34800,,Deposito,
172,BBVA,04/11/2024,N06 PAGO CUENTA DE TERCERO,,42000,,Retiro,
173,BBVA,05/11/2024,T09 TEF RECIBIDO BANORTE,,12180,,Deposito,
174,BBVA,05/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
175,BBVA,05/11/2024,N06 PAGO CUENTA DE TERCERO,,27550,,Deposito,
176,BBVA,05/11/2024,P14 AMERICAN EXPRESS,,15830.5,,Retiro,
177,BBVA,06/11/2024,W02 DEPOSITO DE TERCERO,,13340,,Deposito,
178,BBVA,06/11/2024,T20 SPEI RECIBIDOSCOTIABANK,,19720,,Deposito,
179,BBVA,06/11/2024,N03 TRASPASO CUENTAS PROPIAS,,6000,,Retiro,
180,BBVA,06/11/2024,N06 PAGO CUENTA DE TERCERO,,15612.5,,Retiro,
181,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,30160,,Deposito,
182,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,9280,,Deposito,
183,BBVA,07/11/2024,W02 DEPOSITO DE TERCERO,,81200,,Deposito,
184,BBVA,07/11/2024,T17 SPEI ENVIADO BANAMEX,,7675.44,,Retiro,
185,BBVA,07/11/2024,N06 PAGO CUENTA DE TERCERO,,990,,Retiro,
186,BBVA,08/11/2024,T20 SPEI RECIBIDOBANORTE,,27966.3,,Deposito,
187,BBVA,08/11/2024,N03 TRASPASO CUENTAS PROPIAS,,4516.8,,Retiro,
188,BBVA,08/11/2024,W02 DEPOSITO DE TERCERO,,27840,,Deposito,
189,BBVA,08/11/2024,N03 TRASPASO CUENTAS PROPIAS,,4516.8,,Retiro,
190,BBVA,08/11/2024,T20 SPEI RECIBIDOSANTANDER,,3480,,Deposito,
191,BBVA,10/11/2024,N06 PAGO CUENTA DE TERCERO,,8932,,Deposito,
192,BBVA,11/11/2024,N02 PAGO TARJETA DE CREDITO,,12135.6,,Retiro,
193,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
194,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
195,BBVA,11/11/2024,T17 SPEI ENVIADO BANAMEX,,5757.76,,Retiro,
196,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,22058.4,,Retiro,
197,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,22058.4,,Retiro,
198,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,11743.2,,Retiro,
199,BBVA,11/11/2024,N03 TRASPASO CUENTAS PROPIAS,,10293.2,,Retiro,
200,BBVA,11/11/2024,T17 SPEI ENVIADO BANORTE,,1200,,Retiro,
201,BBVA,11/11/2024,N06 PAGO CUENTA DE TERCERO,,6380,,Deposito,
202,BBVA,12/11/2024,N06 PAGO CUENTA DE TERCERO,,1924,,Retiro,
203,BBVA,12/11/2024,N06 PAGO CUENTA DE TERCERO,,19720,,Deposito,
204,BBVA,13/11/2024,N06 PAGO CUENTA DE TERCERO,,25000,,Deposito,
205,BBVA,13/11/2024,T20 SPEI RECIBIDOBANORTE,,20000,,Deposito,
206,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,88828.7,,Retiro,
207,BBVA,13/11/2024,T20 SPEI RECIBIDOBANAMEX,,26100,,Deposito,
208,BBVA,13/11/2024,T20 SPEI RECIBIDOSANTANDER,,9280,,Deposito,
209,BBVA,13/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
210,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,70879.7,,Retiro,
211,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5258.03,,Retiro,
212,BBVA,13/11/2024,N03 TRASPASO CUENTAS PROPIAS,,1170.36,,Retiro,
213,BBVA,14/11/2024,T09 TEF RECIBIDO BANORTE,,3955.6,,Deposito,
214,BBVA,14/11/2024,T09 TEF RECIBIDO BANORTE,,9280,,Deposito,
215,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,22011,,Deposito,
216,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,32282.8,,Deposito,
217,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
218,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,2679.6,,Deposito,
219,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
220,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,13015.2,,Deposito,
221,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,45240,,Deposito,
222,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,43326,,Deposito,
223,BBVA,14/11/2024,BT2 TRANSFER BBVA 00797189 L,,13572,,Deposito,
224,BBVA,14/11/2024,T20 SPEI RECIBIDOSANTANDER,,11600,,Deposito,
225,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,83520,,Deposito,
226,BBVA,14/11/2024,T20 SPEI RECIBIDOSANTANDER,,127328,,Deposito,
227,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,25000,,Retiro,
228,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,94936.1,,Retiro,
229,BBVA,14/11/2024,N03 TRASPASO CUENTAS PROPIAS,,9082.06,,Retiro,
230,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
231,BBVA,14/11/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
232,BBVA,14/11/2024,W02 DEPOSITO DE TERCERO,,23200,,Deposito,
233,BBVA,14/11/2024,TK7 SITB2F1146MALDONADOVILLAS,,29000,,Deposito,
234,BBVA,14/11/2024,T20 SPEI RECIBIDOBANAMEX,,19720,,Deposito,
235,BBVA,15/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14167,,Retiro,
236,BBVA,15/11/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
237,BBVA,15/11/2024,T17 SPEI ENVIADO HSBC,,6655.5,,Retiro,
238,BBVA,15/11/2024,N03 TRASPASO CUENTAS PROPIAS,,56043.4,,Retiro,
239,BBVA,15/11/2024,W02 DEPOSITO DE TERCERO,,25520,,Deposito,
240,BBVA,15/11/2024,H09 COBRO AUTOMATICO RECIBO,,13645.2,,Retiro,
241,BBVA,19/11/2024,N06 PAGO CUENTA DE TERCERO,,81200,,Retiro,
242,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,52200,,Deposito,
243,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5073.41,,Retiro,
244,BBVA,19/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14167,,Retiro,
245,BBVA,19/11/2024,W02 DEPOSITO DE TERCERO,,29000,,Deposito,
246,BBVA,19/11/2024,T17 SPEI ENVIADO SCOTIABANK,,7000,,Retiro,
247,BBVA,19/11/2024,N06 PAGO CUENTA DE TERCERO,,4640,,Retiro,
248,BBVA,19/11/2024,W02 DEPOSITO DE TERCERO,,63800,,Deposito,
249,BBVA,20/11/2024,N06 PAGO CUENTA DE TERCERO,,15950.1,,Retiro,
250,BBVA,20/11/2024,N03 TRASPASO CUENTAS PROPIAS,,14650.8,,Retiro,
251,BBVA,21/11/2024,N03 TRASPASO CUENTAS PROPIAS,,1108.78,,Retiro,
252,BBVA,21/11/2024,N03 TRASPASO CUENTAS PROPIAS,,5589.61,,Retiro,
253,BBVA,21/11/2024,N06 PAGO CUENTA DE TERCERO,,13256.4,,Retiro,
254,BBVA,22/11/2024,N06 PAGO CUENTA DE TERCERO,,11800,,Retiro,
255,BBVA,22/11/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
256,BBVA,22/11/2024,T20 SPEI RECIBIDOSANTANDER,,5800,,Deposito,
257,BBVA,22/11/2024,T20 SPEI RECIBIDOSANTANDER,,5800,,Deposito,
258,BBVA,22/11/2024,T20 SPEI RECIBIDOBANORTE,,269733,,Deposito,
259,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,34800,,Deposito,
260,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,13050,,Deposito,
261,BBVA,22/11/2024,W02 DEPOSITO DE TERCERO,,6844,,Deposito,
262,BBVA,22/11/2024,N06 PAGO CUENTA DE TERCERO,,16806,,Retiro,
263,BBVA,23/11/2024,N06 PAGO CUENTA DE TERCERO,,6090,,Deposito,
264,BBVA,23/11/2024,W02 DEPOSITO DE TERCERO,,23200,,Deposito,
265,BBVA,23/11/2024,W02 DEPOSITO DE TERCERO,,11600,,Deposito,
266,BBVA,25/11/2024,T20 SPEI RECIBIDOBANORTE,,3480,,Deposito,
267,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,50000,,Retiro,
268,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,62449.8,,Retiro,
269,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,299280,,Retiro,
270,BBVA,25/11/2024,N03 TRASPASO CUENTAS PROPIAS,,63032,,Retiro,
271,BBVA,25/11/2024,N03 TRASPASO CUENTAS PROPIAS,,87202,,Retiro,
272,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
273,BBVA,25/11/2024,W02 DEPOSITO DE TERCERO,,5104,,Deposito,
274,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,3828,,Deposito,
275,BBVA,25/11/2024,N06 PAGO CUENTA DE TERCERO,,22504,,Deposito,
276,BBVA,25/11/2024,T20 SPEI RECIBIDOSANTANDER,,5568,,Deposito,
277,BBVA,25/11/2024,T20 SPEI RECIBIDOBANORTE,,2320,,Deposito,
278,BBVA,26/11/2024,T20 SPEI RECIBIDOBANREGIO,,9976,,Deposito,
279,BBVA,26/11/2024,T20 SPEI RECIBIDOSANTANDER,,24360,,Deposito,
280,BBVA,26/11/2024,T20 SPEI RECIBIDOAFIRME,,26100,,Deposito,
281,BBVA,26/11/2024,N06 PAGO CUENTA DE TERCERO,,13200,,Deposito,
282,BBVA,27/11/2024,W02 DEPOSITO DE TERCERO,,24128,,Deposito,
283,BBVA,27/11/2024,T20 SPEI RECIBIDOHSBC,,26912,,Deposito,
284,BBVA,27/11/2024,N03 TRASPASO CUENTAS PROPIAS,,70879.8,,Retiro,
285,BBVA,27/11/2024,N03 TRASPASO CUENTAS PROPIAS,,94175.9,,Retiro,
286,BBVA,27/11/2024,N06 PAGO CUENTA DE TERCERO,,720,,Deposito,
287,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,884.33,,Retiro,
288,BBVA,28/11/2024,T20 SPEI RECIBIDOSCOTIABANK,,2162.63,,Deposito,
289,BBVA,28/11/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
290,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,38604.8,,Retiro,
291,BBVA,28/11/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
292,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,10393.6,,Retiro,
293,BBVA,28/11/2024,N03 TRASPASO CUENTAS PROPIAS,,884.33,,Retiro,
294,BBVA,28/11/2024,T17 SPEI ENVIADO BANORTE,,2204,,Retiro,
295,BBVA,28/11/2024,T17 SPEI ENVIADO STP,,5676.58,,Retiro,
296,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,15590.4,,Deposito,
297,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,2436,,Deposito,
298,BBVA,28/11/2024,P14 SAT,,5556,,Retiro,
299,BBVA,28/11/2024,P14 SAT,,5650,,Retiro,
300,BBVA,28/11/2024,W02 DEPOSITO DE TERCERO,,11020,,Deposito,
301,BBVA,28/11/2024,N06 PAGO CUENTA DE TERCERO,,6380,,Deposito,
302,BBVA,29/11/2024,N06 PAGO CUENTA DE TERCERO,,8932,,Deposito,
303,BBVA,29/11/2024,W02 DEPOSITO DE TERCERO,,24128,,Deposito,
304,BBVA,29/11/2024,N03 TRASPASO CUENTAS PROPIAS,,342,,Deposito,
305,BBVA,29/11/2024,T20 SPEI RECIBIDOHSBC,,15660,,Deposito,
306,BBVA,29/11/2024,T20 SPEI RECIBIDOBANAMEX,,12180,,Deposito,
